Library Code,Library Name,Latitude,Longitude
111189,도봉아이나라도서관,37.6590072,127.0494699
141399,도척작은도서관,37.3046236,127.3311836
127030,도평동 작은도서관,35.91006,128.65001
111448,돌마리도서관,37.5035159,127.1036498
711081,동대문구 장안 벚꽃길 작은도서관,37.576349,127.076761
111445,동대문구답십리도서관,37.573203,127.050405
111065,동대문구정보화도서관,37.5900642,127.047331
711427,동대문책마당도서관,37.5742015,127.0398327
141089,동두천꿈나무정보도서관,37.8921183,127.0513705
141022,동두천시립도서관,37.9068364,127.0474073
744153,동문작은도서관,36.7806793,126.4599803
141160,동백도서관,37.2740661,127.1581171
127056,동인느티나무 도서관,35.8713258,128.607224
111148,동작샘터도서관,37.4883609,126.9775741
111102,동작영어마루도서관,37.5091646,126.9434213
727067,동촌역사 작은도서관,35.8901575,128.649822
142034,동해시립발한도서관,37.5482038,129.1059792
142037,동해시립북삼도서관,37.4926885,129.1044104
147072,두호동 두무치작은도서관,36.0574535,129.374743
147146,두호동 책이랑바다랑작은도서관,36.06095,129.38005
748134,둔덕청마꽃들작은도서관,34.8365111,128.5047773
130006,둔산도서관,36.3600736,127.3931671
111454,둘리도서관,37.6538444,127.0227892
142057,등대작은도서관,37.5586983,129.114202
148097,떡갈나무숲작은도서관,35.168306,128.817546
148080,뜨란채작은도서관,35.233109,128.860607
148094,리첼작은도서관,35.176391,128.804088
141640,마산도서관,37.6342473,126.7370613
741224,마상공원작은도서관,37.6607627,126.8328915
128107,마전도서관,37.5909462,126.6512451
111086,마포서강도서관,37.5476833,126.9320286
111514,마포소금나루도서관,37.5495666,126.9460754
111346,마포어린이영어도서관,37.5414215,126.9498448
111467,마포중앙도서관,37.5638765,126.907996
111462,마포푸르메어린이도서관,37.5697271,126.9029931
141318,매봉작은도서관,36.996053,127.1032486
147144,매화작은도서관,36.9131007,129.3799261
143138,맹동혁신도서관,36.913024,127.544901
741449,모가작은도서관,37.1715184,127.4821767
741461,모당공원작은도서관,37.6778914,126.7814611
141389,모현도서관,37.3356296,127.2496605
111242,목마교육도서관,37.5281527,126.8757457
146009,목포시립도서관,34.8035055,126.4029774
146071,목포어린이도서관,34.8148008,126.4256048
146173,목포영어도서관,34.8148008,126.4256048
741044,무등실작은도서관,38.058449,127.0127464
142051,무릉작은도서관,37.4882653,129.0682535
145037,무주형설지공군립도서관,36.0020347,127.6625918
143064,무지개도서관,36.3204616,127.4600999
741203,무지개도서관,37.1298897,127.0822459
741071,무지개작은도서관,37.4846299,126.792729
111111,문래도서관,37.5167598,126.8911719
111279,문화촌작은도서관,37.5937421,126.9496787
148179,물구나무작은도서관,35.41634,129.1734411
111480,미감도서관,37.5389361,126.865468
111383,미아문화정보도서관,37.6269767,127.026935
143010,미원교육도서관,36.6372156,127.660374
123001,미추홀도서관,37.4469986,126.7248424
141185,민들레홀씨작은도서관,37.50819,126.75087
148008,밀양시립도서관,35.4867664,128.7548041
148300,밀양시립영어도서관,35.4867664,128.7548041
150014,반곡동도서관,36.4987202,127.310580
127031,반야월 작은도서관,35.8723533,128.724836
111136,반포1동 작은도서관,37.505094,127.013378
111249,반포2동 작은도서관,37.5045966,126.994483
111247,반포3동작은도서관,37.5119319,127.005989
111243,반포4동 작은도서관,37.4974793,127.000311
111138,반포본동 작은도서관,37.5004844,126.986094
111163,방배1동 작은도서관,37.4834079,126.994533
111142,방배2동 책사랑방,37.4797439,126.98551
111146,방배4동 작은도서관,37.4889423,126.992251
111236,방배도서관,37.4803209,126.999037
111141,방배본동 작은도서관,37.4941548,126.988822
711359,방아다리문학도서관,37.5385259,126.8271645
727068,방촌동 작은도서관,35.8813411,128.664457
727121,방촌어린이 작은도서관,35.8802839,128.6638025
111262,방학1동 공립 작은도서관,37.6641869,127.0406367
111271,방학2동 공립 작은도서관,37.668177,127.0350425
111357,방학3동 공립 작은도서관,37.659887,127.023815
711323,방학동육아종합지원센터,37.6632313,127.0303315
